Source,Target,weight,when_start,when_end 
european journal of information systems,social science computer review,0.009929480303156794,1995,2000
european journal of information systems,telecommunications policy,0.017805041217835237,1995,2000
government information quarterly,information & management,0.024443291946025618,1995,2000
government information quarterly,information processing & management,0.00770156704323864,1995,2000
government information quarterly,information society,0.033357694264414595,1995,2000
government information quarterly,information systems journal,0.018828937484077414,1995,2000
government information quarterly,information systems research,0.015511400229213377,1995,2000
government information quarterly,information technology and libraries,0.004324751450161574,1995,2000
government information quarterly,international journal of information management,0.026230690347787647,1995,2000
government information quarterly,journal of academic librarianship,0.04026141949770614,1995,2000
government information quarterly,journal of documentation,0.005893818631653661,1995,2000
government information quarterly,journal of health communication,0.010099292855438962,1995,2000
government information quarterly,journal of information science,0.019227872415827144,1995,2000
government information quarterly,journal of information technology,0.03372197038171136,1995,2000
government information quarterly,journal of librarianship and information science,0.010851471013209204,1995,2000
government information quarterly,journal of management information systems,0.007628144546195649,1995,2000
government information quarterly,journal of strategic information systems,0.04167951366437172,1995,2000
government information quarterly,journal of the american medical informatics association,0.0025890175524075558,1995,2000
government information quarterly,library & information science research,0.02396701872164868,1995,2000
government information quarterly,library and information science,0.0070889901676518905,1995,2000
government information quarterly,library trends,0.012748959464672223,1995,2000
government information quarterly,mis quarterly,0.025116757476990752,1995,2000
government information quarterly,qualitative health research,0.006415414858010043,1995,2000
government information quarterly,scientometrics,0.0011644694933324806,1995,2000
government information quarterly,telecommunications policy,0.015465725719295973,1995,2000
government information quarterly,zeitschrift fur bibliothekswesen und bibliographie,0.009105972745135884,1995,2000
information & management,information processing & management,0.0600843417276167,1995,2000
information & management,information society,0.02292164248528971,1995,2000
information & management,information systems journal,0.10835784012744427,1995,2000
information & management,information systems research,0.17826531082997113,1995,2000
information & management,information technology and libraries,0.006537828806261447,1995,2000
information & management,international journal of geographical information science,0.006952980936906192,1995,2000
information & management,international journal of information management,0.13344945886365314,1995,2000
information & management,journal of academic librarianship,0.005370365099177694,1995,2000
information & management,journal of documentation,0.011508523551985958,1995,2000
information & management,journal of health communication,0.014631200157043384,1995,2000
information & management,journal of information science,0.027048670869691156,1995,2000
information & management,journal of information technology,0.1579796222397414,1995,2000
information & management,journal of librarianship and information science,0.005126382738265491,1995,2000
information & management,journal of management information systems,0.10018117541082532,1995,2000
information & management,journal of strategic information systems,0.1596402188175313,1995,2000
information & management,journal of the american medical informatics association,0.014187811084178407,1995,2000
information & management,knowledge organization,0.004311778123921354,1995,2000
information & management,law library journal,0.002120732187027915,1995,2000
information & management,library & information science research,0.015233702094475488,1995,2000
information & management,library quarterly,0.0029680233664455785,1995,2000
information & management,library resources & technical services,0.00289752067815006,1995,2000
information & management,library trends,0.006323921239206675,1995,2000
information & management,mis quarterly,0.264924218876067,1995,2000
information & management,qualitative health research,0.018911751314502723,1995,2000
information & management,scientist,0.0006435106363269899,1995,2000
information & management,scientometrics,0.005061023522417072,1995,2000
information & management,social science computer review,0.018253841119121535,1995,2000
information & management,telecommunications policy,0.02162640978594414,1995,2000
information processing & management,information society,0.004694382752348587,1995,2000
information processing & management,information systems journal,0.01968401057777199,1995,2000
information processing & management,information systems research,0.0240118798487586,1995,2000
information processing & management,information technology and libraries,0.0277355171883927,1995,2000
information processing & management,international journal of geographical information science,0.006222432340250438,1995,2000
information processing & management,international journal of information management,0.020972072193528847,1995,2000
information processing & management,journal of academic librarianship,0.01937844850441966,1995,2000
information processing & management,journal of documentation,0.1524964545970483,1995,2000
information processing & management,journal of health communication,0.002977877444592056,1995,2000
information processing & management,journal of information science,0.09307479026546041,1995,2000
information processing & management,journal of information technology,0.019265066309304624,1995,2000
information processing & management,journal of librarianship and information science,0.008399119818362139,1995,2000
information processing & management,journal of management information systems,0.01349540799342427,1995,2000
information processing & management,journal of scholarly publishing,0.007738956438226064,1995,2000
information processing & management,journal of strategic information systems,0.01878894011315426,1995,2000
information processing & management,journal of the american medical informatics association,0.020039189717268344,1995,2000
information processing & management,knowledge organization,0.03868634490887183,1995,2000
information processing & management,law library journal,0.0049637572787494585,1995,2000
information processing & management,learned publishing,0.004206566316718661,1995,2000
information processing & management,library & information science research,0.08721215592965981,1995,2000
information processing & management,library and information science,0.04546314647421188,1995,2000
information processing & management,library quarterly,0.03994476490390912,1995,2000
information processing & management,library resources & technical services,0.010172846984972774,1995,2000
information processing & management,library trends,0.02713642274171083,1995,2000
information processing & management,mis quarterly,0.02726727665739878,1995,2000
information processing & management,qualitative health research,0.01730859013724751,1995,2000
information processing & management,scientist,0.0007530961770088763,1995,2000
information processing & management,scientometrics,0.03450722467592423,1995,2000
information processing & management,social science computer review,0.0061035279145842765,1995,2000
information processing & management,telecommunications policy,0.008892436437262528,1995,2000
information processing & management,zeitschrift fur bibliothekswesen und bibliographie,0.014096182177704128,1995,2000
information society,information systems journal,0.030257324460990626,1995,2000
information society,information systems research,0.019769038663473404,1995,2000
information society,information technology and libraries,0.007908275745125117,1995,2000
information society,international journal of information management,0.036896657022833346,1995,2000
information society,journal of academic librarianship,0.0057743027288432135,1995,2000
information society,journal of documentation,0.0251474644863828,1995,2000
information society,journal of information science,0.007813387598173871,1995,2000
information society,journal of information technology,0.02141120480827094,1995,2000
information society,journal of management information systems,0.00697444364030836,1995,2000
information society,journal of strategic information systems,0.014656826604284582,1995,2000
information society,journal of the american medical informatics association,0.004208265417610003,1995,2000
information society,knowledge organization,0.004636093026699029,1995,2000
information society,learned publishing,0.005797223215377002,1995,2000
information society,library & information science research,0.014608761915654342,1995,2000
information society,library quarterly,0.012765065396958819,1995,2000
information society,library resources & technical services,0.0018692764364884686,1995,2000
information society,library trends,0.02039874477480051,1995,2000
information society,mis quarterly,0.018789016665460047,1995,2000
information society,qualitative health research,0.007820853259998043,1995,2000
information society,scientist,0.002075738886329089,1995,2000
information society,scientometrics,0.0056782890800751665,1995,2000
information society,social science computer review,0.05888046863079376,1995,2000
information society,telecommunications policy,0.015083067778099677,1995,2000
information systems journal,information systems research,0.10431000453465261,1995,2000
information systems journal,information technology and libraries,0.0029759137113713357,1995,2000
information systems journal,international journal of geographical information science,0.014893572859774737,1995,2000
information systems journal,international journal of information management,0.13606662900390878,1995,2000
information systems journal,journal of academic librarianship,0.008963178229367494,1995,2000
information systems journal,journal of documentation,0.02027803895830672,1995,2000
information systems journal,journal of health communication,0.006949445402817895,1995,2000
information systems journal,journal of information science,0.026461862524201667,1995,2000
information systems journal,journal of information technology,0.18563596116885497,1995,2000
information systems journal,journal of librarianship and information science,0.0074670282787121555,1995,2000
information systems journal,journal of management information systems,0.05511469322433062,1995,2000
information systems journal,journal of strategic information systems,0.14505550957339122,1995,2000
information systems journal,journal of the american medical informatics association,0.011283050252915244,1995,2000
information systems journal,knowledge organization,0.0026168686923665942,1995,2000
information systems journal,law library journal,0.001930645839939576,1995,2000
information systems journal,library & information science research,0.019490539638950723,1995,2000
information systems journal,library quarterly,0.009907304971296067,1995,2000
information systems journal,library resources & technical services,0.005275617805611849,1995,2000
information systems journal,library trends,0.006579534751393286,1995,2000
information systems journal,mis quarterly,0.1386579523664407,1995,2000
information systems journal,qualitative health research,0.07195674862235137,1995,2000
information systems journal,scientometrics,0.004006427619733261,1995,2000
information systems journal,social science computer review,0.021365621048647136,1995,2000
information systems journal,telecommunications policy,0.007449506874169427,1995,2000
information systems research,information technology and libraries,0.006128942308045796,1995,2000
information systems research,international journal of geographical information science,0.006748181798173811,1995,2000
information systems research,international journal of information management,0.09722314502413827,1995,2000
information systems research,journal of academic librarianship,0.004698860776559472,1995,2000
information systems research,journal of documentation,0.010579946938633615,1995,2000
information systems research,journal of health communication,0.01144999595493183,1995,2000
information systems research,journal of information science,0.012716347666957346,1995,2000
information systems research,journal of information technology,0.09757131570527791,1995,2000
information systems research,journal of librarianship and information science,0.0015378465228309411,1995,2000
information systems research,journal of management information systems,0.05297114668004125,1995,2000
information systems research,journal of scholarly publishing,0.002479703008877548,1995,2000
information systems research,journal of strategic information systems,0.10768420765550296,1995,2000
information systems research,journal of the american medical informatics association,0.00978426276197122,1995,2000
information systems research,knowledge organization,0.0021557933191356285,1995,2000
information systems research,library & information science research,0.01296865690183655,1995,2000
information systems research,library quarterly,0.005935783113628991,1995,2000
information systems research,library resources & technical services,0.005215305599165801,1995,2000
information systems research,library trends,0.009033771992107344,1995,2000
information systems research,mis quarterly,0.19933152047409727,1995,2000
information systems research,qualitative health research,0.013455840836187815,1995,2000
information systems research,scientist,0.0009652230871226612,1995,2000
information systems research,scientometrics,0.0029704688390648245,1995,2000
information systems research,social science computer review,0.017601136522521623,1995,2000
information systems research,telecommunications policy,0.016657440722606998,1995,2000
information technology and libraries,journal of academic librarianship,0.022645924596713576,1995,2000
information technology and libraries,journal of documentation,0.027324530322778286,1995,2000
information technology and libraries,journal of information science,0.011142873061258602,1995,2000
information technology and libraries,journal of information technology,0.006107014000506871,1995,2000
information technology and libraries,journal of librarianship and information science,0.009432912915153321,1995,2000
information technology and libraries,journal of strategic information systems,0.004180495496488403,1995,2000
information technology and libraries,journal of the american medical informatics association,0.005251326127291856,1995,2000
information technology and libraries,knowledge organization,0.01652912883419709,1995,2000
information technology and libraries,law library journal,0.009755749354839208,1995,2000
information technology and libraries,library & information science research,0.02272792493833358,1995,2000
information technology and libraries,library and information science,0.024649128888217856,1995,2000
information technology and libraries,library quarterly,0.009102294078577435,1995,2000
information technology and libraries,library resources & technical services,0.06131393394849658,1995,2000
information technology and libraries,library trends,0.023549998568461634,1995,2000
information technology and libraries,mis quarterly,0.005954555563013573,1995,2000
information technology and libraries,qualitative health research,0.003346056010094385,1995,2000
information technology and libraries,scientometrics,0.0010122442671216703,1995,2000
information technology and libraries,social science computer review,0.00599792507682305,1995,2000
information technology and libraries,telecommunications policy,0.008066381619718566,1995,2000
information technology and libraries,zeitschrift fur bibliothekswesen und bibliographie,0.023746784507298883,1995,2000
international journal of geographical information science,international journal of information management,0.011411572426911112,1995,2000
international journal of geographical information science,journal of academic librarianship,0.0030909870562931606,1995,2000
international journal of geographical information science,journal of documentation,0.002564085706263791,1995,2000
international journal of geographical information science,journal of information science,0.004647233530633329,1995,2000
international journal of geographical information science,journal of information technology,0.005501485601695769,1995,2000
international journal of geographical information science,journal of management information systems,0.0016592991419152744,1995,2000
international journal of geographical information science,journal of strategic information systems,0.011158480216949372,1995,2000
international journal of geographical information science,journal of the american medical informatics association,0.012765223628656602,1995,2000
international journal of geographical information science,library & information science research,0.0018957763276038092,1995,2000
international journal of geographical information science,library quarterly,0.0011388576181861041,1995,2000
international journal of geographical information science,library trends,0.004159793519629905,1995,2000
international journal of geographical information science,mis quarterly,0.005960159851842796,1995,2000
international journal of geographical information science,qualitative health research,0.0005582008733295725,1995,2000
international journal of geographical information science,scientometrics,0.0015197954517288785,1995,2000
international journal of geographical information science,social science computer review,0.0015008925460068116,1995,2000
international journal of information management,journal of academic librarianship,0.01728920772400306,1995,2000
international journal of information management,journal of documentation,0.01115490751848978,1995,2000
international journal of information management,journal of health communication,0.005461250886989882,1995,2000
international journal of information management,journal of information science,0.03205921412181309,1995,2000
international journal of information management,journal of information technology,0.20685725233386026,1995,2000
international journal of information management,journal of librarianship and information science,0.008801993349086509,1995,2000
international journal of information management,journal of management information systems,0.04640583577085085,1995,2000
international journal of information management,journal of strategic information systems,0.20414623210779054,1995,2000
international journal of information management,journal of the american medical informatics association,0.0073501374488554524,1995,2000
international journal of information management,knowledge organization,0.0015423579478941057,1995,2000
international journal of information management,law library journal,0.004551618450685866,1995,2000
international journal of information management,library & information science research,0.007952913615278164,1995,2000
international journal of information management,library resources & technical services,0.0037312797892866726,1995,2000
international journal of information management,library trends,0.005816874427168591,1995,2000
international journal of information management,mis quarterly,0.13010968846005952,1995,2000
international journal of information management,qualitative health research,0.008846390137638115,1995,2000
international journal of information management,scientometrics,0.002833621190081051,1995,2000
international journal of information management,social science computer review,0.006995942969762059,1995,2000
international journal of information management,telecommunications policy,0.00627238531782156,1995,2000
journal of academic librarianship,journal of documentation,0.013093018064783258,1995,2000
journal of academic librarianship,journal of health communication,0.0032050582401131735,1995,2000
journal of academic librarianship,journal of information science,0.018306168107503507,1995,2000
journal of academic librarianship,journal of information technology,0.014715011319481207,1995,2000
journal of academic librarianship,journal of librarianship and information science,0.002582824145665672,1995,2000
journal of academic librarianship,journal of scholarly publishing,0.024988072777062775,1995,2000
journal of academic librarianship,journal of strategic information systems,0.012972821277093488,1995,2000
journal of academic librarianship,journal of the american medical informatics association,0.0012324554043909063,1995,2000
journal of academic librarianship,knowledge organization,0.007241340348422205,1995,2000
journal of academic librarianship,law library journal,0.013356099658390332,1995,2000
journal of academic librarianship,library & information science research,0.05393378411066429,1995,2000
journal of academic librarianship,library and information science,0.0033745867175261376,1995,2000
journal of academic librarianship,library quarterly,0.03239986701894888,1995,2000
journal of academic librarianship,library resources & technical services,0.029197142516220635,1995,2000
journal of academic librarianship,library trends,0.0743441923482951,1995,2000
journal of academic librarianship,mis quarterly,0.01032596648354892,1995,2000
journal of academic librarianship,qualitative health research,0.018934448233474614,1995,2000
journal of academic librarianship,scientometrics,0.007206222818624016,1995,2000
journal of academic librarianship,social science computer review,0.008211453795691279,1995,2000
journal of academic librarianship,telecommunications policy,0.002944872618240675,1995,2000
journal of academic librarianship,zeitschrift fur bibliothekswesen und bibliographie,0.013004205373049207,1995,2000
journal of documentation,journal of health communication,0.0026587118844401078,1995,2000
journal of documentation,journal of information science,0.07677179318220453,1995,2000
journal of documentation,journal of information technology,0.010542093697641067,1995,2000
journal of documentation,journal of librarianship and information science,0.010712730841449091,1995,2000
journal of documentation,journal of management information systems,0.0015061231651190585,1995,2000
journal of documentation,journal of scholarly publishing,0.010364255667829173,1995,2000
journal of documentation,journal of strategic information systems,0.0075963000512093565,1995,2000
journal of documentation,journal of the american medical informatics association,0.014313129494998416,1995,2000
journal of documentation,knowledge organization,0.03303824739116215,1995,2000
journal of documentation,law library journal,0.006647621022376481,1995,2000
journal of documentation,learned publishing,0.011267133789460707,1995,2000
journal of documentation,library & information science research,0.05764580425585889,1995,2000
journal of documentation,library and information science,0.025194077064818944,1995,2000
journal of documentation,library quarterly,0.05168627516261291,1995,2000
journal of documentation,library resources & technical services,0.01937606969583836,1995,2000
journal of documentation,library trends,0.024542620407895805,1995,2000
journal of documentation,mis quarterly,0.01622986704551319,1995,2000
journal of documentation,qualitative health research,0.019760181000574015,1995,2000
journal of documentation,scientometrics,0.0689748785577425,1995,2000
journal of documentation,social science computer review,0.017710415603975814,1995,2000
journal of documentation,telecommunications policy,0.004885756976448746,1995,2000
journal of documentation,zeitschrift fur bibliothekswesen und bibliographie,0.010787459316747074,1995,2000
journal of health communication,journal of information science,0.0028912422827707734,1995,2000
journal of health communication,journal of information technology,0.0057045149136679746,1995,2000
journal of health communication,journal of strategic information systems,0.003254140635704643,1995,2000
journal of health communication,journal of the american medical informatics association,0.004087686198086381,1995,2000
journal of health communication,library & information science research,0.010320129300151446,1995,2000
journal of health communication,library trends,0.0021566542102004057,1995,2000
journal of health communication,mis quarterly,0.010815203500006252,1995,2000
journal of health communication,qualitative health research,0.024309640770754704,1995,2000
journal of health communication,scientometrics,0.0007879413351040863,1995,2000
journal of health communication,social science computer review,0.004668846489320916,1995,2000
journal of health communication,telecommunications policy,0.004185969539396526,1995,2000
journal of information science,journal of information technology,0.0277551968798132,1995,2000
journal of information science,journal of librarianship and information science,0.02795919382224843,1995,2000
journal of information science,journal of management information systems,0.024567725842376046,1995,2000
journal of information science,journal of scholarly publishing,0.01502761513530689,1995,2000
journal of information science,journal of strategic information systems,0.02478201270608384,1995,2000
journal of information science,journal of the american medical informatics association,0.015935546993073906,1995,2000
journal of information science,knowledge organization,0.040827006544803535,1995,2000
journal of information science,learned publishing,0.008168370006135309,1995,2000
journal of information science,library & information science research,0.03368283287697742,1995,2000
journal of information science,library and information science,0.009132515299544463,1995,2000
journal of information science,library quarterly,0.022482698492249906,1995,2000
journal of information science,library resources & technical services,0.005267674198394632,1995,2000
journal of information science,library trends,0.043797518729133476,1995,2000
journal of information science,mis quarterly,0.01715906879372371,1995,2000
journal of information science,qualitative health research,0.022039387071349514,1995,2000
journal of information science,scientometrics,0.06550646908324873,1995,2000
journal of information science,social science computer review,0.014814896103905344,1995,2000
journal of information science,telecommunications policy,0.002656532141809275,1995,2000
journal of information technology,journal of librarianship and information science,0.009194066225649182,1995,2000
journal of information technology,journal of management information systems,0.04847292089559259,1995,2000
journal of information technology,journal of strategic information systems,0.22003072126383155,1995,2000
journal of information technology,journal of the american medical informatics association,0.005362090988596133,1995,2000
journal of information technology,knowledge organization,0.003222120388915419,1995,2000
journal of information technology,library & information science research,0.014768294017212823,1995,2000
journal of information technology,library quarterly,0.0022179547112466664,1995,2000
journal of information technology,library resources & technical services,0.002598323063770421,1995,2000
journal of information technology,library trends,0.010351668305782049,1995,2000
journal of information technology,mis quarterly,0.16863213499403693,1995,2000
journal of information technology,qualitative health research,0.05435553299433667,1995,2000
journal of information technology,scientist,0.0009617696839685295,1995,2000
journal of information technology,scientometrics,0.0029598410095040373,1995,2000
journal of information technology,social science computer review,0.010717766073550577,1995,2000
journal of information technology,telecommunications policy,0.020965696734438367,1995,2000
journal of librarianship and information science,journal of management information systems,0.004159523618737501,1995,2000
journal of librarianship and information science,journal of strategic information systems,0.012237762237762238,1995,2000
journal of librarianship and information science,journal of the american medical informatics association,0.0018823414778169096,1995,2000
journal of librarianship and information science,knowledge organization,0.008294828707956801,1995,2000
journal of librarianship and information science,library & information science research,0.016633132471178876,1995,2000
journal of librarianship and information science,library and information science,0.007731060117378554,1995,2000
journal of librarianship and information science,library quarterly,0.01427441575048472,1995,2000
journal of librarianship and information science,library resources & technical services,0.023411371237458192,1995,2000
journal of librarianship and information science,library trends,0.027807337779973428,1995,2000
journal of librarianship and information science,mis quarterly,0.0074704509418883885,1995,2000
journal of librarianship and information science,qualitative health research,0.0027985908724501864,1995,2000
journal of librarianship and information science,scientometrics,0.011429449188684425,1995,2000
journal of librarianship and information science,social science computer review,0.003762430677265527,1995,2000
journal of librarianship and information science,zeitschrift fur bibliothekswesen und bibliographie,0.009930726528736966,1995,2000
journal of management information systems,journal of scholarly publishing,0.006707030304879449,1995,2000
journal of management information systems,journal of strategic information systems,0.040555355282690636,1995,2000
journal of management information systems,journal of the american medical informatics association,0.001984814712301452,1995,2000
journal of management information systems,knowledge organization,0.0029154642855888317,1995,2000
journal of management information systems,learned publishing,0.007291310654330118,1995,2000
journal of management information systems,library & information science research,0.010022072867228945,1995,2000
journal of management information systems,library quarterly,0.0020068672076743086,1995,2000
journal of management information systems,library resources & technical services,0.002351035088851631,1995,2000
journal of management information systems,library trends,0.008552001512088944,1995,2000
journal of management information systems,mis quarterly,0.09365040172658677,1995,2000
journal of management information systems,qualitative health research,0.001967296016800616,1995,2000
journal of management information systems,scientometrics,0.0035708621291396995,1995,2000
journal of management information systems,social science computer review,0.00528967271189059,1995,2000
journal of management information systems,telecommunications policy,0.007113879915305902,1995,2000
journal of scholarly publishing,journal of the american medical informatics association,0.001517592216447312,1995,2000
journal of scholarly publishing,law library journal,0.019735347318649635,1995,2000
journal of scholarly publishing,learned publishing,0.06689936080056727,1995,2000
journal of scholarly publishing,library & information science research,0.011494337240934696,1995,2000
journal of scholarly publishing,library quarterly,0.0368268860757697,1995,2000
journal of scholarly publishing,library resources & technical services,0.02157125818942756,1995,2000
journal of scholarly publishing,library trends,0.0252213665035664,1995,2000
journal of scholarly publishing,mis quarterly,0.004015246732634923,1995,2000
journal of scholarly publishing,scientometrics,0.006143144352017039,1995,2000
journal of scholarly publishing,social science computer review,0.012133474352088064,1995,2000
journal of scholarly publishing,telecommunications policy,0.005439282932204212,1995,2000
journal of scholarly publishing,zeitschrift fur bibliothekswesen und bibliographie,0.016012815380508715,1995,2000
journal of strategic information systems,journal of the american medical informatics association,0.006673756148623588,1995,2000
journal of strategic information systems,library & information science research,0.009126621388406591,1995,2000
journal of strategic information systems,library quarterly,0.0025304646103132006,1995,2000
journal of strategic information systems,library resources & technical services,0.001976284584980237,1995,2000
journal of strategic information systems,library trends,0.011296730973114205,1995,2000
journal of strategic information systems,mis quarterly,0.1938638613745354,1995,2000
journal of strategic information systems,qualitative health research,0.03596825314478591,1995,2000
journal of strategic information systems,scientometrics,0.0007504183810752401,1995,2000
journal of strategic information systems,social science computer review,0.0033348817366671718,1995,2000
journal of strategic information systems,telecommunications policy,0.022923107322797356,1995,2000
journal of the american medical informatics association,knowledge organization,0.004617751812966472,1995,2000
journal of the american medical informatics association,learned publishing,0.0016497966750889208,1995,2000
journal of the american medical informatics association,library & information science research,0.00453536634981637,1995,2000
journal of the american medical informatics association,library and information science,0.002459371676367974,1995,2000
journal of the american medical informatics association,library quarterly,0.002724549538648274,1995,2000
journal of the american medical informatics association,library resources & technical services,0.0005319660698178222,1995,2000
journal of the american medical informatics association,library trends,0.005805155339919894,1995,2000
journal of the american medical informatics association,mis quarterly,0.007525481377874393,1995,2000
journal of the american medical informatics association,qualitative health research,0.0028933960955000487,1995,2000
journal of the american medical informatics association,scientist,0.0011814439381719777,1995,2000
journal of the american medical informatics association,scientometrics,0.005049843528780551,1995,2000
journal of the american medical informatics association,social science computer review,0.002992220763218689,1995,2000
journal of the american medical informatics association,telecommunications policy,0.0005365498736629086,1995,2000
knowledge organization,law library journal,0.00857871481948649,1995,2000
knowledge organization,learned publishing,0.021810252258836444,1995,2000
knowledge organization,library & information science research,0.01832031018600823,1995,2000
knowledge organization,library and information science,0.02167520295874517,1995,2000
knowledge organization,library quarterly,0.018009223083933216,1995,2000
knowledge organization,library resources & technical services,0.007032572165441635,1995,2000
knowledge organization,library trends,0.02679947223720981,1995,2000
knowledge organization,mis quarterly,0.0017453787913121372,1995,2000
knowledge organization,qualitative health research,0.00196156879644787,1995,2000
knowledge organization,scientometrics,0.04539594894783374,1995,2000
knowledge organization,social science computer review,0.010548546681796053,1995,2000
knowledge organization,telecommunications policy,0.002364389962054795,1995,2000
knowledge organization,zeitschrift fur bibliothekswesen und bibliographie,0.0069605755798713064,1995,2000
law library journal,library & information science research,0.004914969315696595,1995,2000
law library journal,library quarterly,0.008857770033567695,1995,2000
law library journal,library trends,0.01617695390346226,1995,2000
law library journal,mis quarterly,0.003863061580882888,1995,2000
law library journal,qualitative health research,0.0014471855801035472,1995,2000
law library journal,social science computer review,0.011673593612868778,1995,2000
learned publishing,library trends,0.0030465017873431374,1995,2000
learned publishing,mis quarterly,0.002182516698942471,1995,2000
learned publishing,scientometrics,0.006678301994902767,1995,2000
learned publishing,social science computer review,0.006595238637363743,1995,2000
library & information science research,library and information science,0.02794114961444042,1995,2000
library & information science research,library quarterly,0.041271813188616946,1995,2000
library & information science research,library resources & technical services,0.021488767416181404,1995,2000
library & information science research,library trends,0.031406146662497324,1995,2000
library & information science research,mis quarterly,0.015499581516948486,1995,2000
library & information science research,qualitative health research,0.05057252504152861,1995,2000
library & information science research,scientometrics,0.011219362583290305,1995,2000
library & information science research,social science computer review,0.015108843328272609,1995,2000
library & information science research,telecommunications policy,0.009482344443028326,1995,2000
library & information science research,zeitschrift fur bibliothekswesen und bibliographie,0.011963685510425556,1995,2000
library and information science,library quarterly,0.011190135543575704,1995,2000
library and information science,library resources & technical services,0.004369729631561792,1995,2000
library and information science,library trends,0.02043655527022159,1995,2000
library and information science,scientometrics,0.003318474941083343,1995,2000
library and information science,zeitschrift fur bibliothekswesen und bibliographie,0.03892494720807615,1995,2000
library quarterly,library resources & technical services,0.019363555278918403,1995,2000
library quarterly,library trends,0.048634277134733575,1995,2000
library quarterly,mis quarterly,0.0042050256540580025,1995,2000
library quarterly,qualitative health research,0.013502508374556611,1995,2000
library quarterly,scientometrics,0.01654327914515783,1995,2000
library quarterly,social science computer review,0.01270695783367296,1995,2000
library quarterly,zeitschrift fur bibliothekswesen und bibliographie,0.03353930851693736,1995,2000
library resources & technical services,library trends,0.015717190919115415,1995,2000
library resources & technical services,mis quarterly,0.0035186906610343857,1995,2000
library resources & technical services,qualitative health research,0.013445403974162851,1995,2000
library resources & technical services,scientometrics,0.020098161858362953,1995,2000
library resources & technical services,social science computer review,0.0021265912523674717,1995,2000
library resources & technical services,zeitschrift fur bibliothekswesen und bibliographie,0.044904154738636716,1995,2000
library trends,mis quarterly,0.008045339639323723,1995,2000
library trends,qualitative health research,0.03452350158335194,1995,2000
library trends,scientometrics,0.02984000648036983,1995,2000
library trends,social science computer review,0.011050823463175739,1995,2000
library trends,telecommunications policy,0.00693552194434674,1995,2000
library trends,zeitschrift fur bibliothekswesen und bibliographie,0.02625123055527409,1995,2000
mis quarterly,qualitative health research,0.026499287650653153,1995,2000
mis quarterly,scientometrics,0.004542699252955486,1995,2000
mis quarterly,social science computer review,0.017417004336063916,1995,2000
mis quarterly,telecommunications policy,0.008517624578349849,1995,2000
qualitative health research,scientist,0.001756524127340779,1995,2000
qualitative health research,scientometrics,0.005105377211296107,1995,2000
qualitative health research,social science computer review,0.027582036125173504,1995,2000
qualitative health research,telecommunications policy,0.0015954422688372295,1995,2000
scientometrics,social science computer review,0.01130488213951663,1995,2000
scientometrics,zeitschrift fur bibliothekswesen und bibliographie,0.0021313291212343797,1995,2000
social science computer review,telecommunications policy,0.0214491549842863,1995,2000
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,college & research libraries,0.022917953726498016,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,electronic library,0.010453739046637177,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,european journal of information systems,0.0031786438958110895,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,government information quarterly,0.005645664340839744,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information & management,0.007756757674649246,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information processing & management,0.06412168681370384,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information research-an international electronic journal,0.02549725511929736,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information society,0.01952343985596837,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information systems journal,0.008361513234726503,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information systems research,0.0017813147138688763,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information technology and libraries,0.035950016094320726,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,international journal of information management,0.004083118105752344,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of academic librarianship,0.02178083120960019,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of documentation,0.023004531452204744,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of health communication,0.004535179780458236,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of information science,0.0251322063309295,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of information technology,0.00820744175476255,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of librarianship and information science,0.018099568099181687,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of management information systems,0.0037065602285950186,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of the american medical informatics association,0.0019346413480056108,2000,2005
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of the medical library association,0.005396067483920132,2000,2005
